"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Epsti1",5.31464578484067e-15,0.584400253177391,0.672,0.567,9.13587610414111e-11
"Cmtm6",5.34282944484014e-15,-0.684451508307424,0.257,0.409,9.1843238156802e-11
"Cct4",5.66471142848519e-15,0.542930918750218,0.668,0.572,9.73763894556604e-11
"Psmd3",5.8557407700989e-15,0.83318319036877,0.449,0.326,1.00660183838e-10
"Hnrnpa2b1",6.74568761239394e-15,0.348644544373074,0.894,0.836,1.15958370057052e-10
"Pop5",6.79471844102913e-15,-0.642320504781461,0.3,0.455,1.16801210001291e-10
"Dpm3",7.31059919649234e-15,-0.749112364519741,0.235,0.379,1.25669200187703e-10
"Sypl",8.13853097887654e-15,-0.629077518573357,0.364,0.517,1.39901347526888e-10
"Pdap1",8.18963861070237e-15,0.600865500094914,0.584,0.45,1.40779887717974e-10
"Mpeg1",1.04520049947777e-14,0.46612504560548,0.755,0.674,1.79669965860228e-10
"Qdpr",1.1445477675466e-14,-0.807157051253942,0.215,0.35,1.96747761241261e-10
"Fam162a",1.20865820346212e-14,0.638121765140985,0.638,0.535,2.07768345175138e-10
"Atp2a2",1.2100500102112e-14,-0.798626760662119,0.217,0.354,2.08007596755304e-10
"Mrps18c",1.29315656737077e-14,0.569088390220579,0.613,0.5,2.22293613931035e-10
"Ccdc12",1.40581987182621e-14,0.421237473722538,0.792,0.72,2.41660435966925e-10
"Tgfb1",1.56503344598568e-14,0.520703818804067,0.801,0.728,2.69029249364939e-10
"Adprh",1.69935946159398e-14,0.711603455062202,0.49,0.368,2.92119891448005e-10
"Ufm1",1.73758849828634e-14,0.660663354238724,0.488,0.364,2.98691462855422e-10
"Snrpa",1.81016779569282e-14,0.985297132097982,0.304,0.178,3.11167844079595e-10
"Borcs6",2.11449116688025e-14,-0.842966403748861,0.201,0.335,3.63481031586714e-10
"Dnajc2",2.24900272222856e-14,0.767131920991,0.468,0.356,3.86603567951089e-10
"Pde4b",2.26310801625326e-14,1.1765956047756,0.273,0.155,3.89028267993935e-10
"Nptn",2.47565176781203e-14,-0.64141539794117,0.296,0.448,4.25564538886887e-10
"Tmed5",2.51531948855275e-14,0.685353589149653,0.531,0.412,4.32383420082218e-10
"Tax1bp1",2.53418646149423e-14,0.771794957873655,0.588,0.492,4.35626652730858e-10
"Stard3nl",2.63462260073464e-14,-0.474019825028125,0.581,0.72,4.52891625066284e-10
"Fam21",2.97387907186494e-14,-0.900527376537912,0.188,0.315,5.11209812453583e-10
"Snap23",3.15794231955523e-14,-0.509789381716454,0.398,0.558,5.42850284731544e-10
"Spg21",3.3079300799407e-14,0.448720673801416,0.747,0.674,5.68633180741806e-10
"Rcc2",3.40815195627253e-14,-0.75806348467702,0.189,0.321,5.85861321283248e-10
"Gch1",3.42916010751652e-14,0.984592811468273,0.418,0.302,5.8947262248209e-10
"Rbm42",3.79744556697169e-14,0.713523033007077,0.431,0.299,6.52780892962433e-10
"Txndc15",3.87697448634899e-14,-0.632959975706503,0.31,0.457,6.66451914203391e-10
"Vapa",4.79243577799957e-14,0.408066463375585,0.803,0.741,8.23819710238126e-10
"Cant1",5.0608554874754e-14,-0.908141212731223,0.141,0.262,8.69961058297022e-10
"Ifit1",5.06221120962623e-14,1.76161940354065,0.291,0.174,8.70194106934749e-10
"Tsen34",5.96315403529583e-14,-0.667519216430607,0.237,0.381,1.02506617866735e-09
"Ddx6",6.16549492670939e-14,-0.843370363543227,0.184,0.312,1.05984857790134e-09
"Tnfaip3",6.22582932290023e-14,0.843015218916035,0.412,0.28,1.07022006060655e-09
"Cacybp",6.80314921924263e-14,0.59487250677437,0.576,0.477,1.16946135078781e-09
"Il11ra1",7.41219637433753e-14,-0.895917135178737,0.16,0.28,1.27415655674862e-09
"Mtpn",7.99311783439391e-14,0.47487219409712,0.666,0.57,1.37401695573231e-09
"Mfsd1",8.48981215883755e-14,-0.517491214775429,0.485,0.623,1.45939871010417e-09
"Hp1bp3",8.65098105773415e-14,-0.830451995416666,0.188,0.315,1.4871036438245e-09
"Mcee",8.77481771632585e-14,-0.814067928804614,0.202,0.329,1.50839116543641e-09
"Sec13",9.56944037192786e-14,0.708473333111953,0.459,0.34,1.6449867999344e-09
"Etf1",1.05374507297626e-13,0.700320352771554,0.48,0.362,1.8113877804462e-09
"Ptms",1.123212977111e-13,0.565732119687794,0.633,0.547,1.93080310765381e-09
"Atpif1",1.15033788044028e-13,-0.370713115044996,0.792,0.872,1.97743081647684e-09
"Clec5a",1.15639276557174e-13,1.39021735591845,0.251,0.138,1.98783916401782e-09
"Milr1",1.16046400417415e-13,0.799538418986724,0.385,0.257,1.99483762317536e-09
"Guk1",1.22176662133767e-13,-0.578218885703297,0.32,0.468,2.10021682207945e-09
"Emc6",1.33711202071751e-13,0.535996569614012,0.63,0.542,2.29849556361339e-09
"Mrpl15",1.39029033057117e-13,0.714900289403817,0.477,0.367,2.38990907825183e-09
"Wasf2",1.57411817249118e-13,-0.545182288660519,0.408,0.556,2.70590913851233e-09
"Eif3k",1.61572741355566e-13,0.276949032648694,0.924,0.922,2.77743542390218e-09
"Denr",1.64355121425964e-13,0.7056703299431,0.552,0.462,2.82526453731232e-09
"Fndc3a",1.83645496017201e-13,-0.634744873815866,0.291,0.44,3.15686607653568e-09
"Ccdc115",2.04031608435338e-13,0.74266315838439,0.434,0.31,3.50730334900346e-09
"Emb",2.09861734475908e-13,0.569651044871503,0.641,0.559,3.60752321564086e-09
"Fundc2",2.32428594531537e-13,-0.538514672395531,0.378,0.526,3.99544753999713e-09
"Pin1",2.51474986087054e-13,0.582254469147135,0.521,0.415,4.32285501083646e-09
"Alyref",2.59350475819297e-13,0.761429499249118,0.41,0.293,4.45823467933371e-09
"Ppp1cc",2.6638382879942e-13,-0.488486753942468,0.549,0.678,4.57913801706203e-09
"Ckb",2.69974183293203e-13,0.844768030765389,0.562,0.477,4.64085621081015e-09
"G3bp1",2.77708996919471e-13,0.692432917648267,0.488,0.385,4.7738176570457e-09
"Ucp2",3.03589677157946e-13,0.330439281429521,0.942,0.935,5.21870655034509e-09
"Gla",3.36168499650794e-13,1.06172781968036,0.284,0.168,5.77873650899715e-09
"Dusp6",3.39968092099737e-13,-0.692689765799805,0.192,0.322,5.84405150319448e-09
"Acly",3.46820388556168e-13,-0.664716580054887,0.251,0.391,5.96184247928053e-09
"Ccni",3.87049221387325e-13,-0.777962742606906,0.192,0.319,6.65337611564812e-09
"Sdf2",4.10858876335524e-13,-0.595236173215591,0.331,0.472,7.06266408420765e-09
"Aes",4.20136976580669e-13,-0.555253266052651,0.451,0.58,7.22215462742171e-09
"Rps26-ps1",4.22961536709067e-13,0.762223560598274,0.38,0.259,7.27070881602886e-09
"Snrnp27",4.57795855892682e-13,0.595365303064721,0.524,0.413,7.8695107627952e-09
"Pno1",4.5998448094916e-13,1.04030018682356,0.255,0.141,7.90713322751605e-09
"Capza1",4.7353348494427e-13,0.507024156419874,0.608,0.497,8.140040606192e-09
"Pfdn4",5.02453937977815e-13,0.861039317805139,0.324,0.205,8.63718319383864e-09
"Adipor2",5.11071328646485e-13,-0.864931238807305,0.144,0.259,8.78531613943308e-09
"Nudc",5.15701570034138e-13,0.507124067463786,0.619,0.532,8.86490998888684e-09
"Dap3",5.32906514709e-13,0.912346879848581,0.305,0.187,9.16066298784771e-09
"Itpkb",5.79742098718983e-13,0.988205076507451,0.307,0.191,9.96576667697931e-09
"Ccnd3",5.81501221820473e-13,0.793938972411513,0.429,0.317,9.99600600309393e-09
"Anapc13",5.93552377152134e-13,-0.598458404779673,0.304,0.442,1.02031653632452e-08
"Ppp1r21",6.58756380458425e-13,-0.88214501298825,0.158,0.274,1.13240221800803e-08
"Atp5j2",6.80318781883526e-13,0.298885966662533,0.862,0.84,1.16946798605778e-08
"Apobec1",6.93031217712216e-13,0.592927565108438,0.544,0.432,1.1913206632473e-08
"Wbp5",7.23888220937491e-13,-0.590892797557327,0.349,0.488,1.24436385179155e-08
"Atp6ap1",7.30558377901575e-13,-0.497573144710919,0.448,0.595,1.25582985161281e-08
"Lsm3",7.42832377880911e-13,0.570918170472878,0.489,0.364,1.27692885757729e-08
"Atp6v0a1",8.08627785469127e-13,-0.711887527243374,0.191,0.319,1.39003116322143e-08
"Camkk2",8.47284593624878e-13,-0.822701083264958,0.195,0.319,1.45648221644116e-08
"Drap1",8.70987845729983e-13,-0.609865479572411,0.39,0.521,1.49722810680984e-08
"Bnip3",9.1563663925696e-13,1.07511847245861,0.398,0.299,1.57397938288271e-08
"Polb",9.24104806076695e-13,0.761191959364387,0.367,0.244,1.58853616164584e-08
"Map2k2",9.31902981159537e-13,0.396648628206431,0.763,0.682,1.60194122461324e-08
"Elp5",9.36711947462528e-13,0.905838472968197,0.299,0.181,1.61020783768809e-08
"Plbd2",1.03542836176701e-12,-0.637133844930755,0.278,0.407,1.77990135387749e-08
"Cct3",1.05034219797326e-12,0.69145843407052,0.482,0.376,1.80553823831604e-08
"Med8",1.05742738778655e-12,0.698975318075105,0.474,0.358,1.81771767960509e-08
"Tmco1",1.16397875969632e-12,-0.528203492005176,0.417,0.549,2.00087948791797e-08
"Katna1",1.17691043763301e-12,0.995737445812,0.288,0.175,2.02310904229115e-08
"Vmp1",1.23461989433871e-12,0.519912368027099,0.638,0.545,2.12231159836824e-08
"Ngdn",1.34843822598288e-12,0.867932794020342,0.366,0.25,2.31796531046458e-08
"Pmvk",1.36034608563088e-12,1.0173250455855,0.347,0.233,2.33843492119949e-08
"Dcun1d5",1.38463014857907e-12,0.551455210957615,0.594,0.504,2.38017922540742e-08
"Spag9",1.48566232978834e-12,0.860940767481615,0.339,0.219,2.55385354490615e-08
"Khk",1.52439066419991e-12,-0.841811531585605,0.17,0.287,2.62042755175964e-08
"Rpl23a",1.52700208675962e-12,0.838262390049275,0.365,0.247,2.62491658713979e-08
"Polr2g",1.59245650712461e-12,0.67261167046916,0.524,0.413,2.7374327357472e-08
"Pkig",1.61592536722458e-12,-0.463368016747586,0.533,0.654,2.77777570625905e-08
"Dbnl",1.63248184393303e-12,0.53642496572057,0.588,0.485,2.80623628972089e-08
"Fbxo6",1.74028656485313e-12,0.724585697817778,0.425,0.313,2.99155260498253e-08
"Sp110",1.75719419121101e-12,0.948337181761746,0.336,0.226,3.02061681469172e-08
"Arf4",1.87406190462411e-12,0.454914469485247,0.67,0.568,3.22151241404885e-08
"Eif4e",1.89500158601622e-12,0.548197776490087,0.563,0.458,3.25750772636189e-08
"Acer3",1.96169050838961e-12,0.828805042837539,0.338,0.22,3.37214598392174e-08
"Bloc1s2",1.97467755502353e-12,0.739329630313342,0.406,0.289,3.39447071708544e-08
"Epb41l2",2.07698220757213e-12,1.05573688086291,0.256,0.147,3.57033241481649e-08
"Map4k4",2.84504450896312e-12,-0.673876759914392,0.184,0.307,4.8906315109076e-08
"Stoml2",3.05587068997329e-12,0.641158636054236,0.453,0.345,5.25304171606408e-08
"Gnaq",3.20955301324835e-12,-0.719079567805392,0.227,0.347,5.51722162977392e-08
"2310036O22Rik",3.22503018817635e-12,0.382341258776489,0.777,0.739,5.54382689347514e-08
"Tmpo",3.35860141296156e-12,1.07381305856907,0.304,0.196,5.77343582888092e-08
"Oasl1",3.46686478073224e-12,1.26697574908334,0.295,0.188,5.95954055807873e-08
"Aph1a",3.48551860070685e-12,0.592226734030133,0.516,0.405,5.99160647461507e-08
"Ypel5",3.48676844102493e-12,-0.823079220963594,0.173,0.289,5.99375495012186e-08
"Pea15a",3.71628866330366e-12,-0.603117715068076,0.264,0.404,6.388300212219e-08
"Ifit3",3.72308423752209e-12,1.51338164156375,0.324,0.215,6.39998180430048e-08
"Lasp1",3.73986574731062e-12,0.720876315600345,0.406,0.282,6.42882921962696e-08
"Gm7676",3.75158049483999e-12,0.964118129028597,0.289,0.179,6.44896687062994e-08
"Dlgap4",4.26241210572054e-12,-0.670596183360476,0.252,0.381,7.3270864097336e-08
"Med28",4.33194761333999e-12,0.378776104805661,0.747,0.677,7.44661794733145e-08
"Ppp1r11",4.34349535653048e-12,0.557548001756562,0.552,0.448,7.4664685178759e-08
"Ssbp4",4.58997643046799e-12,-0.478753257916261,0.443,0.577,7.89016948397448e-08
"Mrto4",4.73745393848966e-12,0.969722526680336,0.26,0.152,8.14368332026373e-08
"Mrps15",4.88200609486623e-12,0.546981395670932,0.569,0.476,8.39216847707505e-08
"Rap1b",5.47769344448231e-12,0.285002003848848,0.958,0.946,9.41615503106509e-08
"Mrpl23",5.62677868417478e-12,-0.400123350341363,0.6,0.723,9.67243255809645e-08
"Mrps18a",6.1170880888605e-12,0.523939648598746,0.572,0.473,1.05152744247512e-07
"Prcp",6.41852693346942e-12,-0.420047051543992,0.526,0.651,1.10334477986339e-07
"Chd4",6.79564089919805e-12,-0.620948663752149,0.319,0.447,1.16817067057215e-07
"Ccdc59",7.53907565704879e-12,0.847336985887186,0.357,0.244,1.29596710544669e-07
"Ehd1",7.60320124597498e-12,0.529091575769639,0.689,0.629,1.3069902941831e-07
"Xbp1",7.6811081427605e-12,0.559793490917335,0.612,0.528,1.32038248974053e-07
"Anxa6",7.74101490627463e-12,-0.607757916275703,0.351,0.479,1.33068046238861e-07
"Siah2",8.13613852230174e-12,0.947321963071538,0.3,0.194,1.39860221198367e-07
"Nubp2",8.92823934182562e-12,0.911744731778237,0.315,0.208,1.53476434285982e-07
"Bccip",8.96231351436179e-12,0.69385984610313,0.435,0.33,1.54062169311879e-07
"Snrpd2",9.05899687426446e-12,0.439538672755352,0.666,0.598,1.55724156268606e-07
"Smarce1",9.1797255591743e-12,0.733516375238998,0.4,0.289,1.57799482362206e-07
"Dnase1l1",9.20118305755318e-12,-0.661355852175829,0.264,0.389,1.58168336759339e-07
"Immt",1.01701038815443e-11,0.751742222914647,0.366,0.253,1.74824085723746e-07
"Rfk",1.01782057263029e-11,-0.760337831763791,0.211,0.327,1.74963356435147e-07
"Pih1d1",1.12214592519916e-11,-0.654042606004207,0.23,0.351,1.92896884541735e-07
"Add1",1.15049595783786e-11,-0.743046970524123,0.171,0.286,1.97770255152329e-07
"Rpl6",1.20059411158497e-11,0.367904037567627,0.762,0.701,2.06382127781457e-07
"1110038F14Rik",1.30417211531229e-11,0.829042288715931,0.394,0.292,2.24187186622182e-07
"Pum2",1.31414211380347e-11,-0.674932944452284,0.212,0.337,2.25901029362817e-07
"Atp6v1a",1.3862498570433e-11,-0.440044455977462,0.461,0.599,2.38296350425743e-07
"Vdac1",1.40176005813389e-11,0.543768941172219,0.603,0.535,2.40962553993216e-07
"Map1lc3b",1.40453960626496e-11,-0.295900650586278,0.81,0.848,2.41440358316947e-07
"Rsrp1",1.4573546564115e-11,0.534790324131157,0.676,0.608,2.50519265437136e-07
"Adrm1",1.45737402906204e-11,0.812128910854087,0.317,0.205,2.50522595595764e-07
"Mrps16",1.4666911573404e-11,0.460560085258545,0.581,0.483,2.52124209946816e-07
"Erp44",1.63021668272172e-11,0.53804376784684,0.568,0.471,2.80234247759864e-07
"Zfp593",1.70000008817233e-11,0.964578181857119,0.275,0.168,2.92230015156823e-07
"Nhp2",1.70850906896353e-11,0.527927269925935,0.623,0.555,2.9369270895483e-07
"Srsf6",1.72703454789553e-11,0.593809988493096,0.514,0.401,2.96877238783242e-07
"Slc25a11",1.7535535794031e-11,0.56284340140438,0.561,0.465,3.01435860299392e-07
"Rtfdc1",1.75949399602136e-11,0.53419202547038,0.563,0.454,3.02457017916072e-07
"Slc35b2",1.82997641795658e-11,-0.695641857532407,0.203,0.323,3.14572946246737e-07
"Daglb",1.91097698428942e-11,-0.51561774409186,0.294,0.43,3.28496943599351e-07
"Ube2e1",1.91409031121048e-11,0.498222866800468,0.61,0.516,3.29032124497081e-07
"Psmd2",2.009528303386e-11,0.72604373984508,0.404,0.287,3.45437915352053e-07
"Sec61g",2.06849512511292e-11,0.312293091823661,0.882,0.817,3.55574312006911e-07
"Smim15",2.12133055319721e-11,-0.581664875743005,0.3,0.429,3.64656722094601e-07
"Cd164",2.21668024415219e-11,-0.401334226274214,0.374,0.514,3.81047333969761e-07
"Thyn1",2.23115716620848e-11,0.81508724587671,0.318,0.207,3.83535916871239e-07
"Dtnbp1",2.24179209774693e-11,-0.477272496909004,0.436,0.58,3.85364061602697e-07
"Il18",2.36417380172107e-11,-0.549537083226069,0.317,0.456,4.06401476515851e-07
"Dnaja1",2.51440631220395e-11,0.482984469008961,0.686,0.614,4.32226445067859e-07
"Sft2d1",2.53693621858801e-11,-0.713366920698052,0.183,0.298,4.36099335975278e-07
"Tln1",2.6200884996607e-11,0.49537968243978,0.657,0.57,4.50393213091675e-07
"Rraga",2.87901000127237e-11,0.856429828003514,0.315,0.204,4.9490181921872e-07
"Lrrc58",2.90574350084437e-11,0.495201198295787,0.665,0.61,4.99497307795147e-07
"Bad",2.95079904065262e-11,-0.518914720985869,0.333,0.469,5.07242355088184e-07
"Arl1",3.13460643633562e-11,0.510478648887137,0.567,0.467,5.38838846406092e-07
"Surf1",3.15137088035808e-11,-0.758178691783266,0.182,0.295,5.41720654333553e-07
"Gm26917",3.15545845736905e-11,0.890391854852027,0.323,0.218,5.4242330882174e-07
"Crtc3",3.19860265515520e-11,1.08609051763491,0.258,0.157,5.4983979642118e-07
"Mrpl28",3.27369323890779e-11,-0.444782247896667,0.479,0.611,5.62747867768249e-07
"Fam63b",3.32402613034471e-11,-0.702096024529577,0.219,0.337,5.71400091806255e-07
"Flot1",3.43635026497107e-11,0.709466838671219,0.427,0.322,5.90708610548526e-07
"Trpv2",3.50770914121939e-11,0.887332607278956,0.258,0.152,6.02975201375614e-07
"Taf12",3.86659192979432e-11,0.860525374673811,0.331,0.227,6.64667152731644e-07
"Baz1a",4.01059205849077e-11,0.697672598527177,0.419,0.316,6.89420774854563e-07
"Khdrbs1",4.06833567208765e-11,0.608409575537425,0.471,0.358,6.99346902031866e-07
"Parp14",4.2756873244085e-11,0.797795894103676,0.461,0.366,7.34990651065821e-07
"Rnaseh2c",4.39869106899067e-11,-0.563591570046757,0.323,0.456,7.56134994759496e-07
"Hnrnpc",4.78762916203615e-11,0.601875031027685,0.502,0.409,8.22993452954014e-07
"Ube2r2",4.81724372133166e-11,-0.450878765474187,0.408,0.536,8.28084195696912e-07
"Hax1",4.87792821121002e-11,0.777392157479856,0.355,0.25,8.38515859507002e-07
"Pdcd10",5.00014794761905e-11,0.557921923906091,0.535,0.435,8.59525432195714e-07
"Prdx6",5.08211013899536e-11,0.797743893658714,0.585,0.495,8.73614732893302e-07
"Msl1",5.10844145866059e-11,-0.692907464746556,0.203,0.322,8.78141086743756e-07
"Atf4",5.18106097579327e-11,0.508092568349833,0.639,0.553,8.90624381738863e-07
"Chid1",5.25746956399548e-11,-0.752638522618212,0.188,0.297,9.03759018050823e-07
"Psmd12",5.29052526918845e-11,0.668215119505106,0.392,0.284,9.09441293773495e-07
"1600014C10Rik",5.36968450415079e-11,1.06645854603613,0.281,0.181,9.23048766263521e-07
"Dock10",5.51861606011289e-11,0.975732766349513,0.274,0.171,9.48650100733406e-07
"Srsf5",5.92334196776963e-11,0.388845889263634,0.781,0.726,1.0182224842596e-06
"Lgals3bp",6.03235442706730e-11,-0.395448628599485,0.596,0.706,1.03696172601287e-06
"Pfdn2",6.46328677594189e-11,0.46814171858966,0.658,0.588,1.11103899678441e-06
"Gtf2f1",6.60752872650438e-11,0.875657421678101,0.28,0.174,1.1358341880861e-06
"Cct5",7.39281886640161e-11,0.417291046275739,0.682,0.624,1.27082556313444e-06
"Tbca",7.47904183981442e-11,0.311659674970121,0.844,0.8,1.2856472922641e-06
"Smarcb1",8.00700599978999e-11,0.801414246754322,0.311,0.203,1.3764043313639e-06
"Rnf19b",8.27516520183425e-11,0.740931069070795,0.416,0.315,1.42250089819531e-06
"Med10",8.50155634623974e-11,0.540488741179344,0.52,0.415,1.46141753591861e-06
"Ist1",8.73775992164278e-11,0.866447602028997,0.284,0.179,1.50202093053039e-06
"Golph3",8.78642078144206e-11,-0.721874866305493,0.17,0.283,1.51038573232989e-06
"Slc28a2",8.78748750377761e-11,-0.494857830311955,0.158,0.272,1.51056910189937e-06
"Scp2",9.30993581443504e-11,-0.289120348896078,0.716,0.812,1.60037796650138e-06
"Ubash3b",9.67454287133916e-11,0.817154550800002,0.326,0.22,1.6630539195832e-06
"Tnfaip2",1.02274192760542e-10,0.872693969679905,0.332,0.226,1.75809337355372e-06
"Ube2e3",1.06503870400953e-10,-0.46982866871679,0.357,0.489,1.83080153219239e-06
"Tra2b",1.09811777216902e-10,0.487726258063695,0.575,0.481,1.88766445035854e-06
"Mrpl40",1.14033555498272e-10,0.67220801426086,0.417,0.314,1.96023681901529e-06
"Ubxn4",1.17630340679095e-10,0.557921736774871,0.538,0.432,2.02206555627364e-06
"Cuedc2",1.18582006407621e-10,-0.374150193295471,0.562,0.688,2.03842469014701e-06
"Zfos1",1.23385167698328e-10,-0.549966880402848,0.424,0.542,2.12099103273425e-06
"Gm6377",1.2964845189991e-10,0.712710819702901,0.346,0.233,2.22865688815946e-06
"Pcbp1",1.2974097348754e-10,0.372770630447434,0.751,0.704,2.23024733425082e-06
"Serbp1",1.30797162847691e-10,0.322167265237836,0.844,0.816,2.2484032293518e-06
"Gm10020",1.33755996944496e-10,0.737957887492769,0.358,0.25,2.29926558747588e-06
"Psmd13",1.61268954366015e-10,0.541650264204495,0.497,0.404,2.77221332555179e-06
"Ndufa12",1.61930496255638e-10,0.377484109467079,0.7,0.63,2.78358523063441e-06
"15-Sep",1.69098393505931e-10,-0.281660411473568,0.799,0.871,2.90680138436695e-06
"Txndc9",1.87348003787018e-10,0.507872611875977,0.533,0.431,3.22051218509883e-06
"Smim19",1.91372808070943e-10,-0.7143345094013,0.167,0.272,3.28969857073952e-06
"Ebpl",2.01563833046641e-10,-0.753218695078388,0.164,0.267,3.46488229007176e-06
"Mphosph10",2.03580297746303e-10,1.00003062067551,0.251,0.153,3.49954531825894e-06
"Ppp2r1a",2.08178158078627e-10,0.608832043877226,0.419,0.314,3.57858253737161e-06
"Bin3",2.14017623549297e-10,0.71074470997912,0.376,0.278,3.67896294881242e-06
"Agpat5",2.1894520075809e-10,0.709014795870348,0.331,0.219,3.76366800103156e-06
"Tmem219",2.21950213794022e-10,0.478913494780134,0.606,0.524,3.81532417511924e-06
"Maf1",2.2543235410386e-10,-0.518847331691652,0.367,0.49,3.87518216704535e-06
"2700094K13Rik",2.29663611909516e-10,-0.581891210346913,0.315,0.44,3.94791748872457e-06
"Nfe2l2",2.45027294613082e-10,0.505452928362848,0.608,0.528,4.21201919439888e-06
"Romo1",2.58001166179539e-10,-0.427141500919064,0.408,0.541,4.43504004662628e-06
"Parp12",2.61113099589478e-10,0.886224198352853,0.341,0.247,4.48853418194313e-06
"Ncstn",2.64062382010182e-10,-0.714662385853248,0.189,0.296,4.53923234675504e-06
"Lsm8",2.80931788282474e-10,0.583279775842151,0.438,0.336,4.82921744057572e-06
"Sidt2",2.99001315534478e-10,-0.71710455146578,0.167,0.272,5.13983261403767e-06
"Gm5617",3.32007300346059e-10,-0.640519544595599,0.21,0.321,5.70720549294876e-06
"Smu1",3.51971437684696e-10,0.798551456673051,0.29,0.189,6.05038901379992e-06
"Ctnna1",3.60041785504362e-10,-0.681647280639791,0.208,0.318,6.18911829281998e-06
"Lgals9",3.70784818894818e-10,0.641783028765867,0.493,0.395,6.37379103680191e-06
"Zfp703",3.73458567846863e-10,-0.592558954525667,0.219,0.334,6.41975278128757e-06
"Eif3i",3.89720280918796e-10,0.350726733043681,0.773,0.732,6.6992916289941e-06
"Fnip1",4.03987533704283e-10,-0.764906213087769,0.17,0.272,6.94454570437662e-06
"Emc4",4.03992224205453e-10,0.576809599960684,0.449,0.351,6.94462633409174e-06
"Bet1",4.14072836788186e-10,-0.602479544736552,0.295,0.408,7.11791206438892e-06
"Hscb",4.38248787950679e-10,-0.731672477925861,0.193,0.297,7.53349666487217e-06
"Pnkd",4.41270576817877e-10,-0.51251451616883,0.35,0.466,7.5854412154993e-06
"Furin",4.85477831767896e-10,0.772344478027598,0.425,0.334,8.34536392809013e-06
"Plk2",4.98949463597233e-10,-0.420732363667947,0.29,0.418,8.57694127923644e-06
"Rnf213",5.12802069974204e-10,0.593896632505408,0.479,0.377,8.81506758285657e-06
"Znrd1",5.26516589189353e-10,0.613442749523382,0.441,0.339,9.05082016816497e-06
"Xdh",5.35107271010673e-10,-0.637925746330841,0.202,0.317,9.19849398867348e-06
"Slc38a10",5.36177935207321e-10,-0.734540262740841,0.15,0.25,9.21689870621385e-06
"Mrpl51",5.58273845964727e-10,-0.378668050959348,0.551,0.676,9.59672741213366e-06
"Trappc6a",5.69359002798591e-10,-0.438010255743945,0.411,0.536,9.78728125810778e-06
"P2rx4",5.72306440900955e-10,-0.33314678174665,0.671,0.775,9.83794771908742e-06
"Cs",5.90648759276745e-10,0.734083438236926,0.321,0.216,1.01532521719672e-05
"Ube2f",6.04824647231336e-10,0.457155042096681,0.589,0.504,1.03969356859067e-05
"7-Sep",6.05960496301654e-10,0.484067811806246,0.569,0.479,1.04164609314254e-05
"Commd1",6.19747424567732e-10,0.435361397860771,0.612,0.528,1.06534582283193e-05
"Ugp2",6.23737025852403e-10,0.603791428637403,0.456,0.353,1.07220394744028e-05
"Egln2",6.26229573120246e-10,-0.539379692656556,0.248,0.37,1.0764886361937e-05
"Smap2",6.29217861980039e-10,-0.550914731837839,0.273,0.393,1.08162550474369e-05
"Mrps18b",6.57321234220515e-10,0.894759231644775,0.287,0.19,1.12993520162506e-05
"Taok1",6.68029019475299e-10,-0.731706875709707,0.15,0.25,1.14834188447804e-05
"Tigd2",6.7065938372584e-10,-0.619551380437326,0.207,0.317,1.15286348062472e-05
"Myo1f",7.28624801460101e-10,0.633511070621624,0.483,0.4,1.25250603370991e-05
"Ccz1",7.3464496787764e-10,0.616070588841968,0.488,0.397,1.26285469978166e-05
"Ifi203",7.75875722356977e-10,0.750574650228136,0.523,0.451,1.33373036673164e-05
"Ubald1",7.82287236850853e-10,-0.654892284673542,0.215,0.323,1.34475176014662e-05
"Nt5c3",7.97668287042364e-10,1.05886755771027,0.271,0.179,1.37119178542582e-05
"Galk2",8.26617197729685e-10,-0.780789161009562,0.162,0.262,1.42095496289733e-05
"Gtpbp4",9.1024285090395e-10,0.757285709409712,0.303,0.202,1.56470746070389e-05
"Znhit1",9.163277974269e-10,0.442277566964136,0.616,0.527,1.57516748377684e-05
"Npc1",9.58024376144288e-10,-0.676137006567586,0.161,0.261,1.64684390259203e-05
"Cope",9.78851891899949e-10,0.391453873434493,0.709,0.634,1.68264640217601e-05
"Nsa2",9.86423415312882e-10,0.426772291006792,0.572,0.483,1.69566185092284e-05
"Trip12",9.91533186766725e-10,-0.615414072013093,0.241,0.355,1.704445548052e-05
"Tmem258",1.09938954790001e-09,0.399879283777121,0.6,0.527,1.88985063284011e-05
"2-Mar.1",1.15203832388499e-09,-0.443012362356818,0.399,0.518,1.9803538787583e-05
"Map2k1",1.15280689204626e-09,0.725871719899164,0.411,0.317,1.98167504742752e-05
"0610007P14Rik",1.19244761424377e-09,0.693220043144204,0.339,0.236,2.04981744888503e-05
"Fam120a",1.2778672898174e-09,-0.590339907209231,0.237,0.348,2.19665387119612e-05
"Ppp1r14b",1.3208951090049e-09,-0.401860355644913,0.414,0.543,2.27061869237942e-05
"Triobp",1.35813822975993e-09,0.851842188170255,0.265,0.169,2.33463961695732e-05
"Ube2s",1.44758659314446e-09,0.387316272079165,0.68,0.61,2.48840135361533e-05
"Hspd1",1.44791868694304e-09,0.567344267208923,0.492,0.41,2.48897222285508e-05
"Ppp1r2",1.57529256144978e-09,0.545890966450892,0.479,0.383,2.70792791313217e-05
